Código,Descrição, Porte  ,Número de Auxiliares,Porte Anestésico,Filme m² 
30914140,Linfadenectomia pélvica laparoscópica, 11B ,1,5,
30914159,Linfadenectomia retroperitoneal laparoscópica, 12B ,1,7,
30914167,Marsupialização laparoscópica de linfocele, 10B ,1,5,
30915015,Correção cirúrgica das arritmias, 10B ,3,5,
30915023,Drenagem do pericárdio, 6A ,1,4,
30915031,Pericardiocentese, 5A ,,2,
30915040,Pericardiotomia / Pericardiectomia, 8C ,2,4,
30915058,Drenagem do pericárdio por vídeo, 7B ,1,4,
30915066,Pericardiotomia / Pericardiectomia por vídeo, 10A ,1,5,
30916011,Hipotermia profunda com ou sem parada circulatória total , 10A ,2,6,
30917018,Biópsia do miocárdio, 8A ,1,4,
30917034,"Cardiotomia (ferimento, corpo estranho, exploração)", 10B ,1,5,
30917042,Retirada de tumores intracardíacos, 13A ,3,6,
30918014,Estudo eletrofisiológico cardíaco com ou sem sensibilização farmacológica , 7C ,1,3,
30918022,Mapeamento de gatilhos ou substratos arritmogênicos por técnica eletrofisiológica com ou sem provas farmacológicas, 9C ,1,3,
30918030,Mapeamento eletroanatômico tridimensional (com diretriz definida pela ANS - nº 53) , 10A ,1,3,
30918073,Ablação percutânea por cateter para tratamento de arritmias cardíacas por energia de radiofrequência ou crioablação, 11C ,2,5,
30918081,"Ablação percutânea por cateter para tratamento de arritmias cardíacas complexas (fibrilação atrial, taquicardia ventricular com modificação de cicatriz, taquicardias atriais macrorrentrantes com modificação de cicatriz), por energia de radiofrequência ou crioablação", 13B ,2,7,
31001017,Atresia de esôfago com fístula traqueal - tratamento cirúrgico, 12B ,2,6,
31001025,Atresia de esôfago sem fístula (dupla estomia) - tratamento cirúrgico, 10B ,2,5,
31001033,Autotransplante com microcirurgia , 12B ,2,7,
31001041,Esofagectomia distal com toracotomia, 10B ,2,7,
31001050,Esofagectomia distal sem toracotomia, 10B ,2,7,
31001068,Esofagoplastia (coloplastia), 12C ,2,5,
31001076,Esofagoplastia (gastroplastia), 12B ,2,5,
31001084,Estenose de esôfago - tratamento cirúrgico via torácica, 10B ,2,6,
31001092,Faringo-laringo-esofagectomia total com ou sem toracotomia, 12B ,2,7,
31001106,Fístula tráqueo esofágica - tratamento cirúrgico via cervical, 10A ,2,5,
31001114,Fístula tráqueo esofágica - tratamento cirúrgico via torácica, 10B ,2,6,
31001149,Reintervenção sobre a transição esôfago gástrica, 10A ,2,6,
31001157,Ressecção do esôfago cervical e/ou torácico e transplante com microcirurgia, 12B ,3,7,
31001165,Substituição esofágica - cólon ou tubo gástrico, 12C ,2,6,
31001173,Tratamento cirúrgico das varizes esofágicas, 9A ,2,5,
31001181,Tratamento cirúrgico conservador do megaesofago, 9B ,2,5,
31001190,Tunelização esofágica, 8B ,2,3,
31001203,Esofagorrafia cervical, 10A ,1,4,
31001211,Esofagorrafia torácica, 10A ,2,4,
31001220,Esofagostomia, 9B ,2,4,
31001238,Tratamento cirúrgico do divertículo esofágico, 10A ,2,4,
31001246,Tratamento cirúrgico do divertículo faringoesofágico, 10A ,2,4,
31001254,Esofagectomia subtotal com linfadenectomia com ou sem toracotomia, 12A ,2,7,
31001262,Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato), 9B ,2,5,
31001270,Reconstrução do esôfago cervical e torácico com transplante segmentar de intestino, 14A ,2,7,
31001289,"Reconstrução do esôfago cervical ou torácico, com transplante de intestino", 14A ,2,7,
31001297,Dissecção do esôfago torácico (qualquer técnica), 10A ,2,6,
31001319,Reintervenção sobre a transição esôfago gástrica por videolaparoscopia, 11B ,2,7,
31001335,Tratamento cirúrgico conservador do megaesofago por videolaparoscopia, 11A ,2,6,
31001343,Esofagorrafia torácica por videotoracoscopia, 11B ,2,5,
31001360,Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato) por videolaparoscopia, 10C ,2,6,
31002013,Colocacao de banda gastrica (com diretriz definida pela ANS - nº 16), 9B ,2,5,
31002021,Conversão de anastomose gastrojejunal (qualquer técnica), 9B ,2,4,
31002030,Degastrogastrectomia com vagotomia, 10B ,2,5,
31002048,Degastrogastrectomia sem vagotomia, 9A ,2,6,
31002056,Gastrostomia confecção / fechamento, 6A ,1,3,
31002064,Gastrectomia parcial com linfadenectomia, 10B ,2,5,
31002072,Gastrectomia parcial com vagotomia, 9A ,2,5,
31002080,Gastrectomia parcial sem vagotomia, 9A ,2,4,
31002099,Gastrectomia polar superior com reconstrução jejunal com toracotomia, 11A ,2,6,
31002102,Gastrectomia polar superior com reconstrução jejunal sem toracotomia, 10B ,2,6,
31002110,Gastrectomia total com linfadenectomia, 11A ,2,6,
31002129,Gastrectomia total via abdominal, 10B ,2,6,
31002137,Gastroenteroanastomose, 7C ,2,3,
31002145,Gastrorrafia, 6A ,1,3,
31002153,Gastrotomia com sutura de varizes, 10C ,2,5,
31002161,Gastrotomia para retirada de CE ou lesão isolada, 8A ,2,4,
31002170,Gastrotomia para qualquer finalidade, 6A ,1,3,
31002188,Membrana antral - tratamento cirúrgico , 8B ,1,4,
31002196,Piloroplastia, 7C ,1,3,
31002218,Gastroplastia para obesidade morbida - qualquer tecnica (com diretriz definida pela ANS - nº 27), 10C ,2,7,
31002242,Tratamento cirúrgico das varizes gástricas, 9C ,2,5,
31002250,Vagotomia com operação de drenagem, 8B ,2,3,
31002269,Vagotomia gástrica proximal ou superseletiva com duodenoplastia (operação de drenagem), 8B ,2,5,
31002277,Vagotomia superseletiva ou vagotomia gástrica proximal, 8B ,2,4,
31002285,Colocacao de banda gastrica por videolaparoscopia (com diretriz definida pela ANS - nº 16) , 10C ,2,6,
31002307,Gastrectomia parcial com linfadenectomia por videolaparoscopia, 12B ,2,6,
31002315,Gastrectomia parcial com vagotomia por videolaparoscopia, 10B ,2,6,
31002323,Gastrectomia parcial sem vagotomia por videolaparoscopia, 10B ,2,5,
31002331,Gastrectomia total com linfadenectomia por videolaparoscopia, 12B ,2,7,
31002340,Gastrectomia total via abdominal por videolaparoscopia, 12A ,2,7,
31002374,Piloroplastia por videolaparoscopia, 9B ,2,5,
31002390,Gastroplastia para obesidade morbida por videolaparoscopia (com diretriz definida pela ANS - nº 27) , 12B ,2,7,
31002412,Vagotomia superseletiva ou vagotomia gástrica proximal por videolaparoscopia, 10A ,2,5,
31003010,Amputação abdômino-perineal do reto (completa), 10C ,2,6,
31003028,Amputação do reto por procidência, 7A ,2,3,
31003036,Anomalia anorretal - correção via sagital posterior, 10B ,2,5,
31003044,Anomalia anorretal - tratamento cirúrgico via abdômino-perineal, 10C ,2,6,
31003052,Anomalia anorretal - tratamento cirúrgico via perineal, 9C ,2,5,
31003060,Anorretomiomectomia, 9B ,2,5,
31003079,Apendicectomia, 8A ,2,3,
31003087,Apple-Peel - tratamento cirúrgico, 11B ,2,3,
31003095,Atresia de cólon - tratamento cirúrgico, 10A ,2,4,
31003109,Atresia de duodeno - tratamento cirúrgico, 11A ,2,4,
31003117,Atresia jejunal distal ou ileal - tratamento cirúrgico, 10A ,2,4,
31003125,Atresia jejunal proximal - tratamento cirúrgico, 11A ,2,4,
31003133,Cirurgia de abaixamento (qualquer técnica) , 10C ,2,6,
31003141,Cirurgia de acesso posterior, 9B ,2,6,
31003150,Cisto mesentérico - tratamento cirúrgico, 8B ,2,4,
31003168,Colectomia parcial com colostomia, 10A ,2,6,
31003176,Colectomia parcial sem colostomia, 9C ,2,5,
31003184,Colectomia total com íleo-reto-anastomose, 10C ,2,6,
31003192,Colectomia total com ileostomia, 10B ,2,6,
31003206,Colocação de sonda enteral, 2B ,,0,
31003214,Colostomia ou enterostomia, 8A ,1,3,
31003230,Colotomia e colorrafia, 8A ,1,4,
31003249,Distorção de volvo por laparotomia, 8A ,1,3,
31003257,Distorção de volvo por via endoscópica, 7C ,,2,
31003265,Divertículo de Meckel - exérese, 8B ,2,4,
31003273,Duplicação do tubo digestivo - tratamento cirúrgico, 8C ,2,4,
31003281,Enterectomia segmentar, 8B ,2,4,
31003290,Entero-anastomose  (qualquer segmento), 8A ,2,3,
31003303,Enterocolite necrotizante - tratamento cirúrgico, 10A ,2,5,
31003311,Enteropexia (qualquer segmento), 8A ,2,3,
31003320,Enterotomia e/ou enterorrafia de qualquer segmento (por sutura ou ressecção), 8A ,1,3,
31003338,Esporão retal - ressecção, 5B ,2,4,
31003346,Esvaziamento pélvico anterior ou posterior - procedimento cirúrgico, 10A ,3,5,
31003354,Esvaziamento pélvico total - procedimento cirurgico, 10C ,3,6,
31003362,Fecaloma - remoção manual, 3A ,,2,
31003370,Fechamento de colostomia ou enterostomia, 8C ,1,3,
31003389,Fixação do reto por via abdominal, 8A ,2,3,
31003397,Íleo meconial - tratamento cirúrgico, 10A ,2,4,
31003427,Invaginação intestinal - ressecção, 8B ,2,5,
31003435,Invaginação intestinal sem ressecção - tratamento cirúrgico, 8A ,2,3,
31003451,Má-rotação intestinal - tratamento cirúrgico, 10A ,2,4,
31003460,Megacólon congênito - tratamento cirúrgico, 10C ,2,5,
31003478,Membrana duodenal - tratamento cirúrgico, 11A ,2,4,
31003486,Pâncreas anular - tratamento cirúrgico, 11A ,2,4,
31003494,Perfuração duodenal ou delgado - tratamento cirúrgico, 8B ,2,4,
31003508,Piloromiotomia, 7C ,1,3,
31003516,Procidência do reto - redução manual, 2B ,,2,
31003524,Proctocolectomia total, 12A ,2,6,
31003532,Proctocolectomia total com reservatório ileal, 12B ,3,6,
31003540,Ressecção total de intestino delgado, 9A ,2,4,
31003559,Retossigmoidectomia abdominal, 10C ,2,5,
31003567,Tumor anorretal - ressecção endo-anal, 7A ,1,3,
31003575,Amputação abdômino-perineal do reto (completa) por videolaparoscopia, 12B ,2,7,
31003583,Apendicectomia por videolaparoscopia, 9C ,2,5,
31003591,Cirurgia de abaixamento por videolaparoscopia , 12B ,2,7,
31003605,Cisto mesentérico - tratamento cirúrgico por videolaparoscopia, 10A ,2,5,
31003613,Colectomia parcial com colostomia por videolaparoscopia, 12A ,2,7,
31003621,Colectomia parcial sem colostomia por videolaparoscopia, 11B ,2,6,
31003630,Colectomia total com íleo-reto-anastomose por videolaparoscopia, 12B ,2,7,
31003648,Colectomia total com ileostomia por videolaparoscopia, 12B ,2,7,
31003656,Distorção de volvo por videolaparoscopia, 9B ,2,5,
31003664,Divertículo de Meckel - exérese por videolaparoscopia, 9C ,2,5,
31003672,Enterectomia segmentar por videolaparoscopia, 10A ,2,5,
31003680,Entero-anastomose (qualque segmento) por videolaparoscopia, 9C ,2,5,
31003699,Enteropexia (qualquer segmento) por videolaparoscopia, 9B ,2,5,
31003702,Esvaziamento pélvico anterior ou posterior por videolaparoscopia, 12A ,2,6,
31003710,Esvaziamento pélvico total por videolaparoscopia, 12B ,2,7,
31003729,Fixação do reto por via abdominal por videolaparoscopia, 9B ,2,5,
31003770,Proctocolectomia total com reservatório ileal por videolaparoscopia, 13A ,2,7,
31003788,Proctocolectomia total por videolaparoscopia, 12C ,2,7,
31003796,Retossigmoidectomia abdominal por videolaparoscopia, 12B ,2,6,
31004016,Abscesso anorretal - drenagem, 3B ,,2,
31004024,Abscesso isquio-retal - drenagem, 6C ,,2,
31004032,Cerclagem anal, 3C ,,3,
31004040,Corpo estranho do reto - retirada, 3B ,,2,
31004059,Criptectomia (única ou múltipla), 2B ,,1,
31004067,Dilatação digital ou instrumental do ânus e/ou do reto, 2B ,,2,
31004075,Esfincteroplastia anal (qualquer técnica), 7A ,1,2,
31004083,Estenose anal - tratamento cirúrgico (qualquer técnica), 7A ,1,1,
31004091,Excisão de plicoma , 2B ,,1,
31004105,Fissurectomia com ou sem esfincterotomia, 4C ,1,1,
31004113,Fístula reto-vaginal e fístula anal em ferradura - tratamento cirúrgico via perineal, 9B ,2,4,
31004121,Fistulectomia anal em dois tempos, 6A ,1,2,
31004130,Fistulectomia anal em ferradura, 7C ,1,2,
31004148,Fistulectomia anal em um tempo, 6A ,1,2,
31004156,Fistulectomia anorretal com abaixamento mucoso, 7C ,1,1,
31004164,Fistulectomia perineal, 4C ,1,2,
31004180,Hemorróidas - ligadura elástica (por sessão), 2B ,,0,
31004199,Hemorróidas - tratamento esclerosante (por sessão), 2B ,,0,
31004202,"Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia", 7B ,1,3,
31004210,Laceração anorretal - tratamento cirúrgico por via perineal, 6A ,2,2,
31004229,Lesão anal - eletrocauterização, 2B ,,2,
31004237,Papilectomia (única ou múltipla), 2B ,,1,
31004245,Pólipo retal - ressecção endoanal, 3C ,1,2,
31004253,Prolapso retal - esclerose (por sessão), 2B ,1,2,
31004261,Prolapso retal - tratamento cirúrgico, 7A ,1,3,
31004270,Reconstituição de esfincter anal por plástica muscular (qualquer técnica), 10C ,1,5,
31004288,Reconstrução total anoperineal, 10C ,2,6,
31004300,Tratamento cirúrgico de retocele (colpoperineoplastia posterior), 7A ,1,2,
31004318,Trombose hemorroidária - exérese, 2B ,,2,
31004326,Prurido anal - tratamento cirúrgico, 6A ,1,1,
31004334,Esfincterotomia  - ânus, 2B ,,0,
31005012,Abscesso hepático - drenagem cirúrgica (até 3 fragmentos), 7B ,2,3,
31005020,Alcoolização percutânea dirigida de tumor hepático, 7B ,1,3,
31005039,Anastomose biliodigestiva intra-hepática, 11B ,2,6,
31005047,Atresia de vias biliares - tratamento cirúrgico, 12C ,2,6,
31005063,Biópsia hepática por laparotomia (até 3 fragmentos), 7B ,,3,
31005071,Biópsia hepática transparietal (até 3 fragmentos), 4C ,,3,
31005080,Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia, 9A ,2,5,
31005098,Cisto de colédoco - tratamento cirúrgico, 8C ,1,5,
31005101,Colecistectomia com colangiografia, 9A ,2,5,
31005110,Colecistectomia com fístula biliodigestiva, 9C ,2,5,
31005128,Colecistectomia sem colangiografia, 8C ,2,4,
31005136,Colecistojejunostomia, 9A ,2,5,
31005144,Colecistostomia, 7C ,1,3,
31005152,Colédoco ou hepático-jejunostomia (qualquer técnica), 9A ,2,5,
31005160,Colédoco ou hepaticoplastia, 10A ,2,5,
31005179,Colédoco-duodenostomia, 9A ,2,5,
31005187,Coledocotomia ou coledocostomia sem colecistectomia, 8B ,2,5,
31005195,Coledocoscopia intra-operatória, 3C ,1,4,
31005209,Derivação porto sistêmica, 11B ,2,6,
31005217,Desconexão ázigos - portal com esplenectomia, 10B ,2,6,
31005225,Desconexão ázigos - portal sem esplenectomia, 9C ,2,5,
31005233,Desvascularização hepática, 8C ,2,4,
31005241,Drenagem biliar trans-hepática, 8B ,2,4,
31005250,Enucleação de metástases hepáticas, 8B ,2,4,
31005268,"Enucleação de metástases, por metástase", 4C ,,3,
31005276,Hepatorrafia, 7B ,2,4,
31005284,Hepatorrafia complexa com lesão de estruturas vasculares biliares, 11B ,2,6,
31005292,Lobectomia hepática direita, 11A ,2,6,
31005306,Lobectomia hepática esquerda, 9A ,2,6,
31005314,Papilotomia transduodenal, 9B ,2,4,
31005322,Punção hepática para drenagem de abscessos, 6A ,,3,
31005330,Radioablacao / termoablacao de tumores hepaticos  (com diretriz definida pela ANS - nº 1), 7C ,,3,
31005357,Ressecção de cisto hepático com hepatectomia, 9A ,2,6,
31005365,Ressecção de cisto hepático sem hepatectomia, 8B ,2,5,
31005373,Ressecção de tumor de vesícula ou da via biliar com hepatectomia, 12A ,3,6,
31005381,Ressecção de tumor de vesícula ou da via biliar sem hepatectomia, 9A ,3,5,
31005390,Segmentectomia hepática, 10C ,2,5,
31005403,Sequestrectomia hepática, 10B ,2,6,
31005420,Tratamento cirúrgico de estenose cicatricial das vias biliares, 10A ,2,6,
31005438,Trissegmentectomias, 12B ,2,6,
31005446,Coledocotomia ou coledocostomia com colecistectomia, 9A ,2,5,
31005454,Abscesso hepático - drenagem cirúrgica por videolaparoscopia, 8A ,2,5,
31005470,Colecistectomia com colangiografia por videolaparoscopia, 10A ,2,6,
31005489,Colecistectomia com fístula biliodigestiva por videolaparoscopia, 11B ,2,6,
31005497,Colecistectomia sem colangiografia por videolaparoscopia, 9C ,2,5,
31005500,Colecistojejunostomia por videolaparoscopia, 10B ,2,6,
31005519,Colecistostomia por videolaparoscopia, 9A ,2,5,
31005527,Colédoco ou hepático-jejunostomia por videolaparoscopia, 10C ,2,6,
31005535,Colédoco-duodenostomia por videolaparoscopia, 10C ,2,6,
31005543,Coledocotomia ou coledocostomia com colecistectomia por videolaparoscopia, 10A ,2,6,
31005551,Coledocotomia ou coledocostomia sem colecistectomia por videolaparoscopia, 9C ,2,6,
31005560,Desconexão ázigos - portal com esplenectomia por videolaparoscopia, 12B ,2,7,
31005586,Enucleacao de metastase hepaticas por videolaparoscopia, 10B ,2,5,
31005632,Punção hepatica para drenagem de abcessos por videolaparoscopia, 6B ,,5,
31005659,Resseccao de cisto hepatico com hepatectomia por videolaparoscopia, 10C ,2,7,
31005667,Resseccao de cisto hepatico sem hepatectomia por videolaparoscopia, 10A ,2,6,
31005675,Biópsia hepática por videolaparoscopia, 7B ,1,5,
31005683,Biópsia hepática por laparotomia (acima de 3 fragmentos), 7C ,,3,
31005691,Biópsia hepática transparietal (acima de 3 fragmentos), 5A ,,3,
31006019,Biópsia de pâncreas por laparotomia, 8A ,2,5,
31006027,Biópsia de pâncreas por punção dirigida, 4C ,1,3,
31006035,Enucleação de tumores pancreáticos, 9A ,2,5,
31006043,Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total), 13A ,2,6,
31006051,Pancreatectomia corpo caudal com preservação do baço, 11B ,2,5,
31006060,Pancreatectomia parcial ou sequestrectomia, 10B ,2,5,
31006078,Pancreato-duodenectomia com linfadenectomia, 12A ,3,7,
31006086,Pancreato-enterostomia, 9A ,3,4,
31006094,Pancreatorrafia, 8A ,2,4,
31006108,Pseudocisto pâncreas - drenagem externa (qualquer técnica), 8B ,2,3,
31006116,Pseudocisto pâncreas - drenagem interna (qualquer técnica), 9A ,2,4,
31006167,Enucleação de tumores pancreáticos por videolaparoscopia, 10B ,2,6,
31006175,Pseudocisto pâncreas - drenagem externa por videolaparoscopia, 10A ,2,5,
31006183,Pseudocisto pâncreas - drenagem interna por videolaparoscopia, 10C ,2,5,
31007015,Biópsia esplênica, 4C ,2,2,
31007023,Esplenectomia parcial, 10B ,2,4,
31007031,Esplenectomia total, 8B ,2,4,
31007040,Esplenorrafia, 7B ,2,4,
31007058,Esplenectomia parcial por videolaparoscopia, 12A ,2,5,
31007066,Esplenectomia total por videolaparoscopia, 10A ,2,5,
31008011,Diálise peritoneal intermitente - agudo ou crônico (por sessão), 4B ,,0,
31008020,Diálise peritoneal ambulatorial contínua (CAPD) 9 dias - treinamento, 6A ,,0,
31008038,Diálise peritoneal ambulatorial contínua (CAPD) por mês/paciente, 10A ,,0,
31008054,Epiploplastia, 5B ,2,3,
31008062,Implante de cateter peritoneal, 3C ,,2,
31008070,Instalação de cateter Tenckhoff, 4B ,,2,
31008097,Retirada de cateter Tenckhoff, 4B ,,2,
31009018,Abscesso perineal - drenagem cirúrgica, 2B ,1,2,
31009026,Biópsia de parede abdominal, 3B ,1,1,
31009042,Cisto sacro-coccígeo - tratamento cirúrgico, 4C ,1,2,
31009050,Diástase dos retos-abdominais - tratamento cirúrgico, 5B ,1,2,
31009069,Hérnia inguinal encarcerada em RN ou lactente - tratamento cirúrgico, 8B ,1,4,
31009077,Herniorrafia com ressecção intestinal - estrangulada, 8A ,2,4,
31009085,Herniorrafia crural - unilateral, 8A ,2,3,
31009093,Herniorrafia epigástrica, 5B ,1,2,
31009107,Herniorrafia incisional, 7A ,1,3,
31009115,Herniorrafia inguinal - unilateral, 6C ,1,2,
31009123,Herniorrafia inguinal no RN ou lactente, 7C ,1,4,
31009131,Herniorrafia lombar, 7A ,1,3,
31009140,Herniorrafia recidivante, 7C ,2,3,
31009158,Herniorrafia sem ressecção intestinal encarcerada, 7C ,1,3,
31009166,Herniorrafia umbilical, 5A ,1,2,
31009174,"Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão", 7A ,1,4,
31009204,Neuroblastoma abdominal - exérese, 11C ,2,5,
31009220,Onfalocele/gastrosquise em 1 tempo ou primeiro tempo ou prótese - tratamento cirúrgico, 12C ,2,5,
31009239,Onfalocele/gastrosquise - segundo tempo - tratamento cirúrgico, 10A ,2,3,
31009247,Paracentese abdominal, 3B ,,1,
31009255,Reconstrução da parede abdominal com retalho muscular ou miocutâneo, 10A ,2,6,
31009263,Reparação de outras hérnias (inclui herniorrafia muscular), 5B ,1,2,
31009271,Ressecção de cisto ou fístula de úraco, 6A ,1,3,
31009280,Ressecção de cisto ou fístula ou restos do ducto onfalomesentérico, 8A ,1,2,
31009298,Ressutura da parede abdominal (por deiscência total ou evisceração), 6A ,1,3,
31009301,Teratoma sacro-coccígeo - exérese, 11B ,1,4,
31009310,Herniorrafia com ressecção intestinal - estrangulada - por videolaparoscopia, 9A ,2,5,
31009328,Herniorrafia crural - unilateral por videolaparoscopia, 8C ,1,5,
31009336,Herniorrafia inguinal - unilateral por videolaparoscopia, 7B ,1,5,
31009344,Herniorrafia recidivante por videolaparoscopia, 8C ,1,5,
31009352,"Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão por videolaparoscopia", 8B ,1,5,
31009360,Herniorrafia inguinal em criança - unilateral, 7B ,1,2,
31101011,Abscesso renal ou peri-renal - drenagem cirúrgica, 6A ,1,3,
31101020,Abscesso renal ou peri-renal - drenagem percutânea, 6A ,1,3,
31101038,Adrenalectomia unilateral, 10A ,2,6,
31101046,Angioplastia renal unilateral a céu aberto, 9A ,2,5,
31101054,Angioplastia renal unilateral transluminal, 7C ,1,4,
31101062,Autotransplante renal unilateral, 14B ,2,8,
31101070,Biópsia renal cirúrgica unilateral, 8B ,1,3,
31101089,Cisto renal - escleroterapia percutânea - por cisto, 4B ,,1,
31101097,Endopielotomia percutânea unilateral, 10A ,2,5,
31101100,Estenose de junção pieloureteral - tratamento cirúrgico, 8C ,1,5,
31101119,Fístula pielo-cutânea - tratamento cirúrgico, 5B ,2,3,
31101127,Lombotomia exploradora, 7A ,2,3,
31101135,Marsupialização de cistos renais unilateral, 8B ,1,3,
31101151,Nefrectomia parcial com ureterectomia, 11A ,2,5,
31101160,Nefrectomia parcial unilateral, 11A ,2,4,
31101178,Nefrectomia parcial unilateral extracorpórea, 14A ,2,6,
31101186,Nefrectomia radical unilateral, 11B ,2,5,
31101194,Nefrectomia total unilateral, 10B ,2,5,
31101208,Nefro ou pieloenterocistostomia unilateral, 10C ,2,5,
31101216,Nefrolitotomia anatrófica unilateral, 11A ,2,6,
31101224,Nefrolitotomia percutânea unilateral, 10A ,2,5,
31101232,Nefrolitotomia simples unilateral, 9B ,2,4,
31101240,Nefrolitotripsia extracorpórea - 1ª sessão, 8A ,,4,
31101259,Nefrolitotripsia extracorpórea - reaplicações (até 3 meses), 4C ,,4,
31101275,Nefrolitotripsia percutânea (pneumática ou pneumático-balística – MEC; eletrohidráulica -  E.H.; OU ultrassom - U.S.), 10C ,2,6,
31101283,Nefropexia unilateral, 8B ,1,3,
31101291,Nefrorrafia (trauma) unilateral, 8C ,1,4,
31101305,Nefrostomia a céu aberto unilateral, 8C ,1,3,
31101313,Nefrostomia percutânea unilateral, 8B ,1,3,
31101321,Nefroureterectomia com ressecção vesical unilateral, 10C ,2,6,
31101330,Pielolitotomia com nefrolitotomia anatrófica unilateral, 9A ,2,5,
31101348,Pielolitotomia com nefrolitotomia simples unilateral, 9A ,2,4,
31101356,Pielolitotomia unilateral, 8A ,2,3,
31101364,Pieloplastia, 9C ,2,5,
31101372,Pielostomia unilateral, 5B ,2,3,
31101380,Pielotomia exploradora unilateral, 8B ,2,3,
31101399,Punção aspirativa renal para diagnóstico de rejeição (ato médico), 3B ,,2,
31101402,Punção biópsia renal percutânea, 4A ,,0,
31101410,Revascularização renal - qualquer técnica, 11C ,2,6,
31101429,Sinfisiotomia (rim em ferradura), 8B ,2,4,
31101437,Transuretero anastomose, 8A ,2,5,
31101445,Tratamento cirúrgico da fístula pielo-intestinal, 9B ,2,4,
31101453,Tumor renal - enucleação unilateral, 10A ,2,4,
31101461,Tumor Wilms - tratamento cirúrgico, 11C ,2,6,
31101470,Tumores retro-peritoneais  malignos unilaterais - exérese, 12A ,2,5,
31101488,Adrenalectomia laparoscópica unilateral, 11C ,2,7,
31101518,Nefropexia laparoscopica unilateral, 10A ,2,5,
31101526,Pieloplastia laparoscopica unilateral, 11C ,2,6,
31101534,Pielolitotomia laparoscopica unilateral, 10A ,2,5,
31101542,Nefroureterectomia com resseccao vesical laparoscopica unilateral, 12C ,2,6,
31101550,Nefrectomia radical laparoscopica unilateral, 12C ,2,6,
31101569,Nefrectomia parcial laparoscopica unilateral, 12C ,2,5,
31101577,Nefrolitotripsia percutânea unilateral a laser, 10A ,2,6,
31101585,Nefrectomia total unilateral por videolaparoscopia, 12A ,2,6,
31102018,Biópsia cirúrgica de ureter unilateral, 6A ,1,1,
31102026,Biópsia endoscópica de ureter unilateral, 5B ,1,1,
31102034,Cateterismo ureteral unilateral, 3C ,1,2,
31102042,Colocação cirúrgica de duplo J unilateral, 6A ,1,3,
31102050,Colocação cistoscópica de duplo J unilateral, 5B ,1,2,
31102069,Colocação nefroscópica de duplo J unilateral, 6B ,1,3,
31102077,Colocação ureteroscópica de duplo J unilateral, 6A ,1,3,
31102085,Dilatação endoscópica unilateral, 4C ,1,1,
31102093,Duplicação pieloureteral - tratamento cirúrgico - unilateral, 8C ,1,5,
31102107,Fístula uretero-cutânea unilateral (tratamento cirúrgico), 8B ,1,4,
31102115,Fístula uretero-intestinal unilateral (tratamento cirúrgico), 9B ,2,4,
31102123,Fístula uretero-vaginal unilateral (tratamento cirúrgico), 9C ,2,4,
31102131,Meatotomia endoscópica unilateral, 4C ,1,1,
31102174,Reimplante ureterointestinal uni ou bilateral, 9C ,2,5,
31102182,Reimplante ureteral por via extra ou intravesical unilateral, 9C ,1,5,
31102204,Reimplante uretero-vesical unilateral - via combinada, 9C ,2,5,
31102220,Retirada endoscópica de cálculo de ureter unilateral, 6B ,1,3,
31102239,Transureterostomia, 10A ,2,3,
31102247,Ureterectomia unilateral, 8A ,1,3,
31102255,Ureterocele unilateral - ressecção a céu aberto, 8A ,1,3,
31102263,Ureteroceles - tratamento endoscópico - unilateral, 7C ,1,3,
31102271,Ureteroileocistostomia unilateral, 10A ,2,7,
31102280,Ureteroileostomia cutânea unilateral, 10B ,2,5,
31102298,Ureterólise unilateral, 6B ,1,4,
31102301,Ureterolitotomia unilateral, 7A ,1,3,
31102310,Ureterolitotripsia extracorpórea - 1ª sessão, 8A ,,4,
31102328,Ureterolitotripsia extracorpórea - reaplicações (até 3 meses), 4C ,,4,
31102344,Ureteroplastia unilateral, 9C ,2,4,
31102352,Ureterorrenolitotomia unilateral, 9A ,1,5,
31102360,Ureterorrenolitotripsia flexível a laser unilateral, 11A ,1,5,
31102379,Ureterorrenolitotripsia rígida unilateral, 10B ,1,6,
31102409,Ureterossigmoidoplastia unilateral, 10A ,2,5,
31102417,Ureterossigmoidostomia unilateral, 10A ,2,5,
31102425,Ureterostomia cutânea unilateral, 8A ,2,3,
31102433,Ureterotomia interna percutânea unilateral, 9A ,1,4,
31102441,Ureterotomia interna ureteroscópica flexível unilateral, 6C ,1,4,
31102450,Ureterotomia interna ureteroscópica rígida unilateral, 6A ,1,4,
31102468,Ureteroureterocistoneostomia, 10A ,2,5,
31102476,Ureteroureterostomia unilateral, 9B ,2,4,
31102514,Ureteroureterostomia laparoscopica unilateral, 11A ,2,5,
31102530,Correção laparoscópica de refluxo vesico-ureteral unilateral, 11C ,2,6,
31102549,Reimplante uretero-vesical laparoscópico unilateral, 11C ,2,6,
